objectid,parentid,title,creator,location,latitude,longitude,date,description,subject,source,transcriber,type,format,language,identifier,rights,rightsstatement,display_template,filename,object_transcript,image_small,image_thumb,object_location
sakaino454,,"February 27, 1943 entry","Sakaino, Bunro","Camp Livingston, LA",31.442945,-92.375467,1943-02-27,"February 27, 1943, diary entry written by Bunro Sakaino while he was incarcerated at Camp Livingston, near Pineville, Louisiana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,application/pdf,jpn,mg387_1_7-1943-02-27,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1943-02-27.pdf,/objects/1943-02-27.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1943-02-27_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1943-02-27_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1943-02-27.pdf
sakaino455,sakaino454,"February 27, 1943 entry, page 1",,,,,,,,,"transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,image/jpeg,jpn,mg387_1_7-252,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-252.jpg,/objects/mg387_1_7-252b.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-252_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-252_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-252.jpg
sakaino456,sakaino454,"February 27, 1943 entry, page 2",,,,,,,,,"transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,image/jpeg,jpn,mg387_1_7-253,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-253.jpg,/objects/mg387_1_7-253a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-253_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-253_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-253.jpg
sakaino457,,"February 28, 1943 entry","Sakaino, Bunro","Camp Livingston, LA",31.442945,-92.375467,1943-02-28,"February 28, 1943, diary entry written by Bunro Sakaino while he was incarcerated at Camp Livingston, near Pineville, Louisiana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,application/pdf,jpn,mg387_1_7-1943-02-28,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1943-02-28.pdf,/objects/1943-02-28.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1943-02-28_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1943-02-28_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1943-02-28.pdf
sakaino458,sakaino457,"February 28, 1943 entry, page 1",,,,,,,,,"transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,image/jpeg,jpn,mg387_1_7-253,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-253.jpg,/objects/mg387_1_7-253a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-253_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-253_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-253.jpg
sakaino459,sakaino457,"February 28, 1943 entry, page 2",,,,,,,,,"transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,image/jpeg,jpn,mg387_1_7-254,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-254.jpg,/objects/mg387_1_7-254.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-254_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-254_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-254.jpg
sakaino460,sakaino457,"February 28, 1943 entry, page 3",,,,,,,,,"transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,image/jpeg,jpn,mg387_1_7-255,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-255.jpg,/objects/mg387_1_7-255a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-255_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-255_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-255.jpg
sakaino461,,"March 1, 1943 entry","Sakaino, Bunro","Camp Livingston, LA",31.442945,-92.375467,1943-03-01,"March 1, 1943, diary entry written by Bunro Sakaino while he was incarcerated at Camp Livingston, near Pineville, Louisiana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,application/pdf,jpn,mg387_1_7-1943-03-01,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1943-03-01.pdf,/objects/1943-03-01.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1943-03-01_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1943-03-01_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1943-03-01.pdf
sakaino462,sakaino461,"March 1, 1943 entry, page 1",,,,,,,,,"transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,image/jpeg,jpn,mg387_1_7-255,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-255.jpg,/objects/mg387_1_7-255b.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-255_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-255_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-255.jpg
sakaino463,sakaino461,"March 1, 1943 entry, page 2",,,,,,,,,"transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,image/jpeg,jpn,mg387_1_7-256,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-256.jpg,/objects/mg387_1_7-256a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-256_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-256_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-256.jpg
sakaino464,,"March 2, 1943 entry","Sakaino, Bunro","Camp Livingston, LA",31.442945,-92.375467,1943-03-02,"March 2, 1943, diary entry written by Bunro Sakaino while he was incarcerated at Camp Livingston, near Pineville, Louisiana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,application/pdf,jpn,mg387_1_7-1943-03-02,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1943-03-02.pdf,/objects/1943-03-02.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1943-03-02_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1943-03-02_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1943-03-02.pdf
sakaino465,sakaino464,"March 2, 1943 entry, page 1",,,,,,,,,"transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,image/jpeg,jpn,mg387_1_7-256,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-256.jpg,/objects/mg387_1_7-256b.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-256_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-256_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-256.jpg
sakaino466,,"March 3, 1943 entry","Sakaino, Bunro","Camp Livingston, LA",31.442945,-92.375467,1943-03-03,"March 3, 1943, diary entry written by Bunro Sakaino while he was incarcerated at Camp Livingston, near Pineville, Louisiana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,application/pdf,jpn,mg387_1_7-1943-03-03,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1943-03-03.pdf,/objects/1943-03-03.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1943-03-03_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1943-03-03_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1943-03-03.pdf
sakaino467,sakaino466,"March 3, 1943 entry, page 1",,,,,,,,,"transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,image/jpeg,jpn,mg387_1_7-256,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-256.jpg,/objects/mg387_1_7-256c.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-256_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-256_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-256.jpg
sakaino468,sakaino466,"March 3, 1943 entry, page 2",,,,,,,,,"transcribed and translated by Naoko Tanabe, 2024-25, from Denso densho.org",Text,image/jpeg,jpn,mg387_1_7-257,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-257.jpg,/objects/mg387_1_7-257a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-257_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-257_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-257.jpg
